80,The Sahaja Marriage list,https://youtu.be/z4Vx_j46gaU,"""Falling in Love"" - Now I would request‚ that in Sahaja Yoga‚ we cancel this terminology","  You do not know how many nights I have spent selecting people. As it is‚ you are from twenty five‚ thirty countries. Yesterday you saw that. You have different conditionings‚ different styles‚ different everything‚ heights different‚ ages different‚ faces different‚ aptitudes different. So‚ combine all these things‚ so very difficult. Sometimes‚ I think‚ if you are overeducated‚ then better to give you a simple woman‚ so that your little pressure is reduced‚ you can share with her‚ but if you are equally educated people‚ then both the heads may be … (Shri Mataji laughing) So‚ I have to think of many things and of vibrations‚ but somehow or other‚ you can defy and you try to defy it‚ all right‚ doesn't matter‚ – but who is the loser is the point. Today I had to speak to you about this‚ because in Sahaja we have to take the way it comes as it comes‚ whatever comes in our way we should take it. We should not‚ sort of‚ say‚ ""I've fallen in love"". There's nobody falls in love‚ he rises in love in Sahaja Yoga. (Laughter – applause) That is some funny idea that one must fall in love‚ because‚ you see‚ that means you must do something sinful‚ or something absurd. So many people have told me‚ ""Mother‚ I've not fallen in love with her"". How can you fall in love‚ you fall into some ditch or you may fall into some river or something like that‚ I didn't understand how do you fall in love‚ it's a solid stuff. So this absurd idea of falling in love has to be given up. If it means that you have felt the love‚ or if it means that you have the sensitivity of feeling the love or something‚ I can understand‚ I'm a little explanatory‚ but this falling in love business has been going on and on and on. Now I would request you‚ that in Sahaja Yoga‚ we cancel this terminology   ...""",https://www.amruta.org/p/4794,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Why should we marry?,https://youtu.be/tg-1tzZw2MI,," Marriage is meant to give joy‚ is meant to give cheerfulness‚ happiness and all the blissful things that we can think of achieving through our combination with two human beings‚ we can say. It's a very close and private relationship which has to be respected. It is not to be in any way dishonoured or indiscreetly squandered away. Those who cannot respect their partners in life will never be respected anywhere else. Those who ill-treat or in any way try to spoil the image of their partners are harming themselves.
Try to understand each other‚ decorate each other‚ not correction‚ but decorating. Like an ornament‚ when added to a personality decorates that person‚ in the same way‚ try to decorate another person. So the decorum and decency of life comes from this auspicious relationship. That must be maintained. Marriage is the bondage that keeps the society in its own beautiful bondage of Mother's grace.
Give up all your old ideas‚ all your so-called modern methods by which we have ruined our married lives. If you cannot enjoy your own wife or your own husband‚ there's nothing in this world you can enjoy‚ because the relationship is the most intimate and very sacred     ",https://www.amruta.org/p/790,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Why should we marry?,,It is the most normal thing to do,  Now‚ why are marriages necessary for Sahaja Yogis? First and foremost thing‚ it is the most normal thing to do‚ is to marry. God has given you this desire to be married for some purpose. But‚ the same desire‚ if you do not use it for the purpose it is given‚ it can become a perversion‚ it can become a nasty thing. It can be very detrimental to your growth    ,https://www.amruta.org/p/786,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Why should we marry?,,It is a tapasya with which you understand your own powers, In Sahaja Yoga it is much better. People understand the importance of married life. It's a drama but also it is tapas. It is a tapasya with which you understand your own powers      ,https://www.amruta.org/p/6481  ,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Why should we marry?,wjRqhoVfPbE,How to achieve balance‚ how to become a witness and how to become the spirit," Now first thing we have to know that this marriage ceremony we have organised with a purpose. The first purpose is that we regard marriage as very essential for Sahaja Yoga. If somebody doesn't want to marry‚ we say‚ ""Alright you get out of Sahaja Yoga."" It's alright. Now why marriage is important‚ because a marriage is like a big yagnya‚ it's like a big tapasya‚ you can call it‚ or it's a great experience. How to achieve balance‚ how to become a witness and how to become the spirit. It's very important     ",https://www.amruta.org/p/6459,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Why should we marry?,,This media has put ideas into the heads of women and men‚ declining the utility of married life,  Recently I read a beautiful book that has come out that Media Curses America. In that they have said that how this media has put ideas into the heads of women and men‚ denying the utility of married life. How they have killed the married life. They marry then divorce. They marry then divorce. The same thing goes on all the time      ,https://www.amruta.org/p/6481  ,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Why should we marry?,,, Marriage gives you now a lever to be dharmic‚ to be moral. This teaches you how to respect the chastity of others and your own chastity    ,https://www.amruta.org/p/790,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,Chastity,,
150,Why should we marry?,HH1YPkU_1Zk,Marriage gives physical and emotional safety,  So for physical safety and for your emotional safety also‚ you have to have a sane type of attitude towards Mooladhara. That's why I'm very anxious that you all should get married‚ and after marriage‚ after a few days‚ you find that your attention starts diverting to other problems of married life. But not if you are not a Sahaja Yogi‚ because the sensationalization has become the main theme of modern life. And you are tossed about on the rough sea of all these deliberate actions of the people. Media‚ books‚ ideas. Everything creates this horrible excitable temperament within you     ,https://www.amruta.org/p/2074,,,,,,,Muladhara,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Why should we marry?,8Xpx7DAiVd8,There should be a collective sanction‚ everything‚ but for what? To adore the chastity within us,"  It's so important. And I have to tell you this now. The time has come for Me to tell you – this is the snag in our life. First thing people will ask‚ ""Whom I'm going to marry?"" What is such a hurry? Of course‚ marriage I call it an auspicious thing‚ marriage should be there‚ there should be a collective sanction‚ everything‚ but for what? To adore the chastity within us. Then they are married‚ then they have children. Then they want to have a house‚ then they want to have this. There's whole such an insular business goes on‚ and on‚ and on‚ and the light of your life doesn't spread      ",https://www.amruta.org/p/1773,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,Chastity,,
170,Why should we marry?,https://www.youtube.com/watch?v=KsLfqrXUg4c,If you have to live with dharma‚ means marriage‚ means collective sanction,"  Now at the time of Mohammed Sahib a big question arose‚ because there were very few men and many‚ many ladies of all age groups. And they didn't know what to do‚ how to save these girls because so many men died in the war. So then they asked‚ ""What to do now at this juncture in a position‚ when such a catastrophe is there and so many women are there‚ and very‚ very few men?"" Then He said‚ ""All right‚ you can marry four or five wives and you can marry in any age group."" Because if you have to live with dharma‚ means marriage‚ means collective sanction‚ not without marriage. So He said‚ ""All right‚ you can even marry five times‚ but you must marry‚ without marriage you cannot live."" And that is why He was particular that every person should be married and should have no relationship without marriage‚ was sin. Instead of that now Muslims think that it is their right to marry five persons. I mean‚ when the men are more and women are less. Is a wrong thing. You have to find out the solution. And at that time the relationship between even the sisters and brothers had to delimit‚ because there was a big problem. So He said‚ ""All right‚ the children born of the same parents cannot marry‚ but cousins could marry‚"" that time. Now that time is changed‚ all right‚ it's not that time. We are not on war‚ there is nothing happening like that. There is no such problem. So let us develop now our pure relationship of brothers and sisters      ",https://www.amruta.org/p/76,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Why should we marry?,,Man in his arrogance raised his voice against the marriage, Marriage system has been here much before Christ‚ much before Abraham‚ much before Moses‚ and a sanctified marriage‚ which was blessed by the society‚ was acceptable since long. But man in his arrogance raised his voice against the marriage‚ against the natural way of leading a life of sanity      ,https://www.amruta.org/p/1770,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Why should we marry?,,, With the marriage you become even a better person. And you develop a better personality    ,https://www.amruta.org/p/786,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
200,The meaning of Sahaja Marriage,,You have to bring glory to the system of marriages because it is the system established by God Almighty," We have to teach ourselves. You know how much damage has been already done by having bad marriages‚ divorces. We have to teach ourselves‚ we have to bear up a little bit‚ we have to educate‚ re-educate and improve ourselves and not to say that ""I am such and such‚ what can I do?""
You have to bring glory to the system of marriages because it is the system established by God Almighty‚ is not established by human beings‚ is a wrong idea. It is established by God Almighty to have an auspicious occasion where such an auspicious thing is taken‚ the sacredness of this is to be maintained and has to be done in such a way that it is a very decent relationship. All the culture‚ all the beauty of gracious living flows through happy married life. Not vulgar‚ not showing‚ not cheap‚ but a dignified‚ enjoyable‚ cheerful‚ welcoming‚ giving companionship      ",https://www.amruta.org/p/790,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
210,The meaning of Sahaja Marriage,,Understand the esteem of what you mean to the whole universe, It's a very good day and all of you should understand the value of Sahaja Yoga marriages. You have to create a model marriage for all the English‚ for all the Americans‚ Europeans and also Indians. Because Indians learn from you all these things. If you have model marriages‚ they will go in for model marriages also. So it is important for people who live in England to understand the depth of this occasion and the esteem of what you mean to the whole universe and to the peace      ,https://www.amruta.org/p/790,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
220,The meaning of Sahaja Marriage,,It is the most auspicious occasion in the life of human beings, Marriage is an auspicious occasion‚ is the most auspicious occasion in the life of human beings. It is auspicious‚ that's why it's joy giving and the vibrations flow with that auspiciousness all over the world      ,https://www.amruta.org/p/790,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
230,The meaning of Sahaja Marriage,,Remember that you are getting married to a Sahaja Yogi," I want to tell you one thing‚ that you are marrying in Sahaja Yoga to Sahaja Yogis. Always remember this point. As it is‚ we see there are so many marriages breaking and all kinds of things happening in Sahaja Yoga. Also‚ we get sometimes one percent. Only one percent! Why? Because they understand the responsibility as Sahaja Yogis. So‚ I want all of you to remember that you are getting married to a Sahaja Yogi‚ and you must always remember this fact. .. """,https://www.amruta.org/p/1893,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
240,The meaning of Sahaja Marriage,,Once you get married‚ you are not lost. You are still in Sahaja Yoga, There's one more thing I have to tell you all again‚ that once you get married‚ you are not lost. You are still in Sahaja Yoga      ,https://www.amruta.org/p/11443,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
250,The meaning of Sahaja Marriage,,Marriage is the foundation of Sahaja Yoga, All right if you want to withdraw even after that you can‚ giving Me proper reasons‚ but we must know that marriage is a very important thing for Sahaja Yoga‚ is the foundation of Sahaja Yoga. I mean we can not have such frivolous husbands and wives who do not care for the foundation of Sahaja Yoga      ,https://www.amruta.org/p/43722,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
260,The meaning of Sahaja Marriage,-URc25Tdgto,We transcend all the barriers, The purpose of these marriages is this‚ that we should have international understanding about human beings that after coming to Sahaja Yoga we transcend all the barriers. All the barriers of race‚ religion‚ and nationality. We have to create this homogenous world and make it peaceful by removing this disease of national identification or racial identification. We are all created by God Almighty. Our differences are only skin deep. Culturally we are different little bit here and there but basically in ourselves we are all spiritual. And the religion that you have is innate built in within us which is a part and parcel of us      ,https://www.amruta.org/p/6459,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
270,The meaning of Sahaja Marriage,,, We have to prove to the world that marriage is a divine institution and by this divine institution‚ if you have been put together‚ it's also a divine plan. And through this divine plan many things are going to work out. So those who are getting married today are helping Sahaja Yoga very much. I have already told you there are many saints who want to be born. And nowadays that you see this world full of horrible people. We need so many saints to be born and so the saints will be born in case you have good married time‚ happy married life and enjoyable life      ,https://www.amruta.org/p/6459,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
280,The meaning of Sahaja Marriage,,, So in Sahaja Yoga‚ the purpose of these marriages is to have you connected internationally. So you all transcend all the barriers of your nationality‚ the barriers of our racialism‚ barriers of caste‚ barriers of so much materialism      ,https://www.amruta.org/p/6459,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
290,The meaning of Sahaja Marriage,,Not for marriage but for a Sahaja Yoga marriage, But still you should also know that you are marrying in Sahaja Yoga not for marriage‚ but for a Sahaja Yoga marriage. It's very important – very important that you have to show that you have a very successful marriage      ,https://www.amruta.org/p/6216,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
300,The meaning of Sahaja Marriage,,You will have the blessings of the Divine and you will enjoy your love,  But still‚ you must remember that whatever you are doing is according to divine laws. Divine laws must be obeyed and that's how you should make very successful marriages. I'm very anxious to see that‚ that you become very happy with these marriages – something very special‚ exceptional‚ that you will have the blessings of the Divine and you will enjoy your love. May God bless you      ,https://www.amruta.org/p/6216,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
310,The meaning of Sahaja Marriage,,You have to keep the prestige of Sahaja Yoga,  We want to have very good marriages and very good children. Also the progeny‚ the future of children will be very good‚ if you are sensible‚ wise‚ good and kind mothers. I've told you sufficiently. I hope you understand that you are marrying in Sahaja Yoga. And you have to keep the prestige of Sahaja Yoga‚ all right? You all promise that? May God bless you!      ,https://www.amruta.org/p/5073,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
320,The collective dimension,,Marriage should not make you narrow-minded or selfish or in any way cut off from others,  But in Sahaja Yoga it is so collective‚ you could see that. It is so collective‚ you have so many brothers and sisters‚ and we are all enjoying the joy of you couples who have joined together as husband and wife. So one has to understand that marriage should not make you narrow-minded or selfish or in any way cut off from others      ,https://www.amruta.org/p/790,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
330,The collective dimension,,One must understand that collectivity comes first,  It should be genuinely done. That means you must respect‚ but genuineness should be there‚ there should be no deception‚ nothing. You are partners for life. Now one more point I want to tell you‚ that always I have seen in Sahaja Yoga marriages fail on one point‚ which is very important‚ is the point where collectivity clashes. When there is a clash of collectivity‚ Sahaja Yoga marriages fail. Now you are marrying under Sahaja Yoga‚ you are not marrying in a way that others marry. And that's why one must understand that collectivity comes first. But you must love each other‚ you must understand each other‚ be sweet to each other‚ be kind‚ considerate‚ be conscious and aware that you have a wife or a husband. But first thing is collectivity    ,https://www.amruta.org/p/6691,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
340,The collective dimension,,It is two communities‚ two nations‚ it can be completely two universes," When it comes to love‚ how to be expressive of love‚ by sharing all of our joys and all of our pains‚ all of our problems. But in Sahaja Yoga‚ it's a little more‚ I think quite a lot more; in here you have to share the community. The marriage is not for individuals‚ in Sahaja Yoga‚ not at all. If anybody has this feeling that the marriage is between two persons in Sahaja Yoga‚ it's a wrong thing. It is two communities‚ it can be two nations‚ it can be completely two universes. So‚ it is not to be enjoyed between yourself‚ if you are a good husband-wife to each other it's not sufficient in Sahaja Yoga. That love should be enjoyed by everybody else‚ in the society‚ in the community. If you cannot do that‚ then you have not achieved Sahaja Yoga marriage. It's just an ordinary marriage as people have‚ it's just nothing special about it. .. """,https://www.amruta.org/p/786,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
350,The collective dimension,,Sahaja Yoga comes first and Sahaja Yogis come first,  But now‚ as the wife realizes that Sahaja Yoga comes first and Sahaja Yogis come first‚ then only such marriages‚ these marriages are Sahaja. Not for personal life. Anybody has such ideas with you; it is not self-centredness. It is for consolidating Sahaja Yoga‚ then the first day it is the last. If you are not of that mind‚ you are just marrying here because it's cheaper than in the church – it's such an illusion. You have so different missions      ,https://www.amruta.org/p/7381,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
360,The collective dimension,,To make others happy,  I hope I'll be able to see the best part of the married life of Sahaja Yogis. Sahaja Yogis cannot be like other people who morning until evening fight. They are the ones who talk of Sahaja Yoga‚ enjoy Sahaja Yoga‚ and live happily to make others happy      ,https://www.amruta.org/p/6974,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
370,The collective dimension,,, Marriage is not only for your happiness but for the happiness of all the rest of the people. So must have a proper understanding of a married life of a yogi‚ and we have to show to the world that you don't have to give up your family life‚ you don't have to give up marriages‚ don't have to give up your children‚ don't have to give up anything‚ but‚ you are detached    ,https://www.amruta.org/p/6974,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
380,The collective dimension,https://www.youtube.com/watch?v=81u8WymPeHs,People suffer so much when they do not realize that we all are part and parcel of one family,"  Then another point is about the family‚ as I told you yesterday‚ that ""My house‚ I must have my house‚ I must‚ yes"" – specially leaders' wives. Again I should warn them‚ because all this has created problems to such an extent now‚ that we had to throw them out of Sahaja Yoga. Despite the fact husbands were very good‚ but some women wanted to have their own home‚ they wanted to have their own children‚ they wanted to stay in their own. So this kind of a thing if a leader's wife has ideas‚ then what will happen to others? They have to follow an example that is that of a leader‚ and if a leader doesn't have that and the wife doesn't have that example‚ the whole thing can be absolutely in a state of jeopardy‚ and that's what I've seen‚ that people suffer so much when they do not realize that we all are part and parcel of one family      ",https://www.amruta.org/p/268,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
390,The collective dimension,,They really share companionship with other Sahaja Yogis,  I don't know how‚ it is clicked in their life‚ that they really share companionship with other Sahaja Yogis. Whenever he writes to me‚ he always writes about other Sahaja Yogis‚ he'll ask about everyone of them‚ how are they‚ what are their problems. Unless and until it happens‚ the marriage has no meaning in Sahaja Yoga. At all‚ no meaning      ,https://www.amruta.org/p/786,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
400,The collective dimension,,How much you have been able to share,  So‚ first test of a Sahaja Yogi marriage is that‚ how much you have been able to share by this marriage‚ with other people    ,https://www.amruta.org/p/786,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
410,The creation of a family,,, I am sure you all can make very‚ very good families which nowadays are not available. You don't see people who are happy in the family      ,https://www.amruta.org/p/1893,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
420,The creation of a family,,, It is for you people to show that you are very balanced‚ good families      ,https://www.amruta.org/p/7031,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
430,The creation of a family,,The child is the essence of the family‚ of the house,  Like we can say we have a family: husband and wife and the child. Now the child is the essence of husband and wife. He is the essence of the family‚ of the house. The whole thing is sustained for him‚ is created for him. Till they did not have the child there was no meaning to that house‚ no meaning to their life. But when they had a child then they had a meaning. In the same way Christ is the essence‚ is the tattwa itself. He's the Omkara as they call it     ,https://www.amruta.org/p/2036,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
440,The creation of a family,,The biggest problems of human beings I found was the family life,  Then this working started and one of the biggest major problems of human beings I found was the family life. And that's why I married – I wanted to study what are the problems of family life. And then I started facing these problems as if they were My own and started understanding why people behave in this manner and that manner. Because these connections are to be done‚ of course by you‚ but much more by the divine force‚ and if I could know what are your problems I would be able to act     ,https://www.amruta.org/p/6628,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
450,The creation of a family,e47-8BAGYu8,This is one of the ways of destruction‚ by destroying the family, You are born at a time when you have to save humanity. It's not only Kundalini awakening that will help‚ because you might be saved‚ but you have to save the whole society‚ the whole family‚ the whole‚ I should say the whole universe or the whole creation will have no meaning if you people are destroyed. Now‚ this is one of the ways of destruction‚ by destroying the family. The children become mad‚ the husband becomes mad‚ they all end up in orphanages‚ that's what I've seen‚ they are mostly in orphanages in their old age‚ there's nobody to bother about you. So it's a question of giving‚ and giving and giving     ,https://www.amruta.org/p/2005,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Two wheels of a chariot,,They have to be more ladylike and men have to be manly :, We Ladies should try to be more ladylike. They have to be more ladylike and men have to be manly. Like just now I said that you have to follow the man‚ that has to be. It looks decent‚ you see‚ for a man to be ahead of you‚ and the woman to be behind; she is the shakti (power). She is the shakti behind the husband. And she need not walk in front and show off and argue with him and put him down and put his hand like that and all that. She should not do. Doesn't‚ it's not graceful. It is disgraceful to behave like that      ,https://www.amruta.org/p/6691,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Two wheels of a chariot,,So the two roles of men and woman is like the flower and the fragrance :," And that ""my wife says so"" – this is a very wrong idea. I mean‚ some people are that if the wife says go to the north‚ they'll go to the north. They say go to the south‚ they'll go to the south. I mean that should not be so. It doesn't look nice.

One should behave in a way that a man is. And let him‚ let them be men‚ and you have to be women. To be a woman is a very big thing. Your mother is a woman. You know how great it is to be a woman. It's very great to be a woman because women have such powers. We have really‚ by competing with men‚ we have finished ourselves completely. So the two roles of men and woman is like the‚ I would say‚ the flower and the fragrance. Which is higher: flower or the fragrance? If there is no flower‚ there is no fragrance. But without fragrance what is a flower? Or beauty? It is so much inseparable‚ fragrance and beauty and flower. In the same way the flower shows‚ but who is the beauty‚ and who is the fragrance is the wife. That is how it should be. And then only people will respect you and your husband. And it is going to be much more easy. That's the way it works out very easy. If it is other way round it will never work so let it be worked out this way      ",https://www.amruta.org/p/6691,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Two wheels of a chariot,,So you are the heart as a woman‚ and he is the head of the family,"  Now‚ for example‚ in a normal marriage‚ a man is the person who is the head of the family‚ as you say. Now‚ he has to be the head‚ the man has to be head for certain reasons. There is nothing wrong in man becoming the head‚ it's all right – you become the heart. Heart is more important than head is. Perhaps‚ we do not realize that how heart is important. You see‚ even if the head fails‚ the heart can go on. We can go on always up till the heart is going on. But‚ if the heart fails‚ the head fails too.

So you are the heart as a woman‚ and he is the head of the family. Let him have that feeling that he is the head; it's a feeling‚ just a feeling. Like the head always feels that he decides. But‚ it's the brain that also knows that it's the heart one has to cater for. Is the heart which is all- pervading‚ which is the real source of everything.

So the woman's position‚ if she understands how important it is‚ she would never feel let down or dominated if she knows she's the heart. I think this is the point people‚ women‚ especially in the West‚ have lost and have forgotten and have not realized. If they had realized this point‚ there would have been much less problem      ",https://www.amruta.org/p/786,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Two wheels of a chariot,,," Heart is the power : heart rules out everything else. It is heart which has got power to envelope the brain‚ to soothe it. Brain is a headache‚ you know‚ it works‚ works like mad. But‚ heart is the one which can really cover the whole body with its love and can soothe it and can give it joy and happiness. It is the heart which contains the spirit. So‚ heart is a very important thing‚ which is the power. .. """,https://www.amruta.org/p/786,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Two wheels of a chariot,,The left and the Right side of a chariot‚ have to be on the axis,"  So he'll eat his food nicely then he'll go and wash his hands and go in a bullock cart‚ not in a car where there is a jam always. All right‚ now the bullock cart is over. The fan (the rhythm of the wife fanning the husband – see page 58) is over‚ you have to be very fast as life is fast now. In this fast thing as I have told you that on the periphery of the wheel you have the speed‚ but at the axis it is not. So Sahaja Yogis have to be at the axis and so the husband and wife‚ the left and the Right side of a chariot‚ have to be on the axis. And the left is left and right is right….""",https://www.amruta.org/p/43722,,,,,,,,,,Marriages,,,,,,,,,,,,,,,,,,,,,,,,,,
